Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
366,tt0083907,2019-11-21,2019-11-21,,"The Evil Dead","The Evil Dead",https://www.imdb.com/title/tt0083907/,Movie,7.3,85,1981,"Horror",248955,1983-04-15,"Sam Raimi",8,2019-10-19
367,tt0092991,2019-11-21,2019-11-21,,"Evil Dead II","Evil Dead II",https://www.imdb.com/title/tt0092991/,Movie,7.7,84,1987,"Comedy, Horror",194419,1987-03-13,"Sam Raimi",10,2018-04-08
368,tt0087800,2019-11-21,2019-11-21,,"A Nightmare on Elm Street","A Nightmare on Elm Street",https://www.imdb.com/title/tt0087800/,Movie,7.4,91,1984,"Horror",288021,1984-11-16,"Wes Craven",9,2019-06-19
369,tt0077651,2019-11-21,2019-11-21,,"Halloween","Halloween",https://www.imdb.com/title/tt0077651/,Movie,7.7,91,1978,"Horror, Thriller",335735,1978-10-27,"John Carpenter",9,2019-11-03
370,tt0072271,2019-11-21,2019-11-21,,"The Texas Chain Saw Massacre","The Texas Chain Saw Massacre",https://www.imdb.com/title/tt0072271/,Movie,7.4,83,1974,"Horror",209101,1974-10-11,"Tobe Hooper",10,2020-10-24
371,tt0063522,2019-11-21,2019-11-21,,"Rosemary's Baby","Rosemary's Baby",https://www.imdb.com/title/tt0063522/,Movie,8.0,137,1968,"Drama, Horror",255421,1968-06-12,"Roman Polanski",10,2018-04-08
372,tt0084516,2019-11-21,2019-11-21,,"Poltergeist","Poltergeist",https://www.imdb.com/title/tt0084516/,Movie,7.3,114,1982,"Horror, Thriller",193268,1982-06-04,"Tobe Hooper",9,2019-10-19
373,tt0074285,2019-11-21,2019-11-21,,"Carrie","Carrie",https://www.imdb.com/title/tt0074285/,Movie,7.4,98,1976,"Horror",225676,1976-11-16,"Brian De Palma",8,2019-10-19
374,tt0089907,2019-11-21,2019-11-21,,"The Return of the Living Dead","The Return of the Living Dead",https://www.imdb.com/title/tt0089907/,Movie,7.3,91,1985,"Comedy, Horror, Sci-Fi",76478,1985-08-16,"Dan O'Bannon",7,2019-06-19
375,tt0077402,2019-11-21,2019-11-21,,"Dawn of the Dead","Dawn of the Dead",https://www.imdb.com/title/tt0077402/,Movie,7.8,127,1978,"Horror, Thriller",135568,1979,"George A. Romero",9,2019-10-19
376,tt0063350,2019-11-21,2019-11-21,,"Night of the Living Dead","Night of the Living Dead",https://www.imdb.com/title/tt0063350/,Movie,7.8,96,1968,"Horror, Thriller",149567,1968-10-04,"George A. Romero",10,2019-10-19
377,tt0084787,2019-11-21,2019-11-21,,"The Thing","The Thing",https://www.imdb.com/title/tt0084787/,Movie,8.2,109,1982,"Horror, Mystery, Sci-Fi",518860,1982-06-25,"John Carpenter",10,2020-10-24
378,tt0113409,2019-11-21,2019-11-21,,"In the Mouth of Madness","In the Mouth of Madness",https://www.imdb.com/title/tt0113409/,Movie,7.1,95,1994,"Drama, Fantasy, Horror, Mystery, Thriller",87868,1995-02-03,"John Carpenter",10,2022-10-26
379,tt0071222,2019-11-21,2019-11-21,,"Black Christmas","Black Christmas",https://www.imdb.com/title/tt0071222/,Movie,7.1,98,1974,"Horror, Mystery, Thriller",55714,1974-10-11,"Bob Clark",8,2020-10-24
380,tt0142688,2019-11-21,2019-11-21,,"The Ninth Gate","The Ninth Gate",https://www.imdb.com/title/tt0142688/,Movie,6.7,133,1999,"Mystery, Thriller",208480,2000-03-10,"Roman Polanski",10,2019-11-03
381,tt0363988,2019-11-21,2019-11-21,,"Secret Window","Secret Window",https://www.imdb.com/title/tt0363988/,Movie,6.5,96,2004,"Drama, Mystery, Thriller",220054,2004-03-12,"David Koepp",8,2019-10-19
382,tt5294518,2019-11-21,2019-11-21,,"Eli","Eli",https://www.imdb.com/title/tt5294518/,Movie,5.8,98,2019,"Drama, Horror, Mystery, Thriller",44422,2019-10-18,"Ciarán Foy",8,2020-10-24
383,tt0298130,2019-11-21,2019-11-21,,"The Ring","The Ring",https://www.imdb.com/title/tt0298130/,Movie,7.1,115,2002,"Horror, Mystery",399007,2002-10-18,"Gore Verbinski",8,2019-10-22
384,tt0115963,2019-11-21,2019-11-21,,"The Craft","The Craft",https://www.imdb.com/title/tt0115963/,Movie,6.5,101,1996,"Drama, Fantasy, Horror, Thriller",118879,1996-05-03,"Andrew Fleming",8,2019-06-19
385,tt0102926,2019-11-21,2019-11-21,,"The Silence of the Lambs","The Silence of the Lambs",https://www.imdb.com/title/tt0102926/,Movie,8.6,118,1991,"Crime, Drama, Horror, Thriller",1697489,1991-02-14,"Jonathan Demme",8,2019-04-26
386,tt1038988,2019-11-21,2019-11-21,,"REC","[Rec]",https://www.imdb.com/title/tt1038988/,Movie,7.4,78,2007,"Horror, Mystery, Thriller",214191,2007-11-23,"Jaume Balagueró, Paco Plaza",8,2018-04-08
387,tt0435625,2019-11-21,2019-11-21,,"The Descent","The Descent",https://www.imdb.com/title/tt0435625/,Movie,7.2,99,2005,"Adventure, Horror, Thriller",269135,2006-08-04,"Neil Marshall",9,2019-06-19
388,tt4805316,2019-11-21,2019-11-21,,"A Dark Song","A Dark Song",https://www.imdb.com/title/tt4805316/,Movie,6.2,100,2016,"Drama, Horror",24919,2017-04-28,"Liam Gavin",9,2019-10-23
389,tt0090655,2019-11-21,2019-11-21,,"April Fool's Day","April Fool's Day",https://www.imdb.com/title/tt0090655/,Movie,6.1,89,1986,"Horror, Mystery",19888,1986-03-28,"Fred Walton",,
390,tt4348012,2019-11-21,2019-11-21,,"Mayhem","Mayhem",https://www.imdb.com/title/tt4348012/,Movie,6.4,86,2017,"Action, Comedy, Horror, Thriller",29063,2017-11-10,"Joe Lynch",8,2019-08-02
391,tt0095652,2019-11-21,2019-11-21,,"Monkey Shines","Monkey Shines",https://www.imdb.com/title/tt0095652/,Movie,6.2,113,1988,"Drama, Horror, Sci-Fi, Thriller",14366,1988-07-29,"George A. Romero",7,2018-04-08
392,tt0289879,2019-11-21,2019-11-21,,"The Butterfly Effect","The Butterfly Effect",https://www.imdb.com/title/tt0289879/,Movie,7.6,113,2004,"Drama, Sci-Fi, Thriller",551374,2004-01-23,"Eric Bress, J. Mackye Gruber",8,2019-10-23
393,tt0364385,2019-11-21,2019-11-21,,"Ju-on: The Grudge","Ju-on",https://www.imdb.com/title/tt0364385/,Movie,6.7,92,2002,"Horror",51764,2003-01-25,"Takashi Shimizu",8,2019-11-03
394,tt0178868,2019-11-21,2019-11-21,,"The Ring","Ringu",https://www.imdb.com/title/tt0178868/,Movie,7.2,96,1998,"Horror, Mystery",84883,1998-01-31,"Hideo Nakata",10,2018-04-08
395,tt0325655,2019-11-21,2019-11-21,,"The Eye","Gin gwai",https://www.imdb.com/title/tt0325655/,Movie,6.6,99,2002,"Horror, Mystery, Thriller",30880,2002-05-09,"Danny Pang, Oxide Chun Pang",9,2018-04-08
396,tt0450385,2019-11-21,2019-11-21,,"1408","1408",https://www.imdb.com/title/tt0450385/,Movie,6.8,104,2007,"Fantasy, Horror, Mystery",311740,2007-06-22,"Mikael Håfström",8,2019-11-03
397,tt0108941,2019-11-21,2019-11-21,,"The Stand","The Stand",https://www.imdb.com/title/tt0108941/,TV Mini Series,7.1,90,1994,"Adventure, Drama, Fantasy, Horror, Sci-Fi",40857,1994-05-08,,6,2018-04-08
398,tt1139797,2019-11-21,2019-11-21,,"Let the Right One In","Låt den rätte komma in",https://www.imdb.com/title/tt1139797/,Movie,7.8,114,2008,"Drama, Fantasy, Horror, Romance",238363,2008-12-12,"Tomas Alfredson",10,2018-04-08
399,tt1228987,2019-11-21,2019-11-21,,"Let Me In","Let Me In",https://www.imdb.com/title/tt1228987/,Movie,7.1,116,2010,"Drama, Fantasy, Horror, Mystery, Thriller",132565,2010-10-01,"Matt Reeves",8,2019-06-19
400,tt0163988,2019-11-21,2019-11-21,,"Bringing Out the Dead","Bringing Out the Dead",https://www.imdb.com/title/tt0163988/,Movie,6.9,121,1999,"Drama, Thriller",80587,1999-10-22,"Martin Scorsese",10,2019-10-29
401,tt7224520,2019-11-21,2019-11-21,,"Ever After","Endzeit",https://www.imdb.com/title/tt7224520/,Movie,4.9,90,2018,"Fantasy, Horror, Romance",1073,2019-06-21,"Carolina Hellsgård",8,2019-10-29
402,tt3148348,2019-11-21,2019-11-21,,"Let Us Prey","Let Us Prey",https://www.imdb.com/title/tt3148348/,Movie,5.8,92,2014,"Drama, Horror, Thriller",11764,2015-06-12,"Brian O'Malley",9,2019-10-29
403,tt0023293,2019-11-21,2019-11-21,,"The Old Dark House","The Old Dark House",https://www.imdb.com/title/tt0023293/,Movie,7.0,72,1932,"Adventure, Comedy, Drama, Horror, Thriller",14580,1932-10-20,"James Whale",8,2019-02-28
404,tt0068732,2019-11-21,2019-11-21,,"Images","Images",https://www.imdb.com/title/tt0068732/,Movie,7.0,104,1972,"Drama, Horror, Mystery",8528,1972-12-18,"Robert Altman",8,2019-06-19
405,tt2318527,2019-11-21,2019-11-21,,"Hell Baby","Hell Baby",https://www.imdb.com/title/tt2318527/,Movie,5.0,98,2013,"Comedy, Horror",10548,2014-03,"Robert Ben Garant, Thomas Lennon",8,2019-10-29
406,tt1278340,2019-11-21,2019-11-21,,"Dead Snow","Død snø",https://www.imdb.com/title/tt1278340/,Movie,6.3,91,2009,"Comedy, Fantasy, Horror",72626,2009-01-09,"Tommy Wirkola",8,2019-06-19
407,tt6535880,2019-11-21,2019-11-21,,"Haunt","Haunt",https://www.imdb.com/title/tt6535880/,Movie,6.3,92,2019,"Horror, Thriller",45131,2019-09-13,"Scott Beck, Bryan Woods",7,2019-11-04
408,tt5586362,2019-11-21,2019-11-21,,"The Maus","The Maus",https://www.imdb.com/title/tt5586362/,Movie,4.4,90,2017,"Drama, Fantasy, Horror",5154,2018-03-02,"Yayo Herrero",10,2019-11-09
409,tt8772262,2019-11-21,2019-11-21,,"Midsommar","Midsommar",https://www.imdb.com/title/tt8772262/,Movie,7.1,148,2019,"Drama, Horror, Mystery, Thriller",474512,2019-07-03,"Ari Aster",9,2019-11-15
410,tt7772580,2019-11-21,2019-11-21,,"The Perfection","The Perfection",https://www.imdb.com/title/tt7772580/,Movie,6.2,90,2018,"Drama, Horror, Thriller",53165,2019-05-24,"Richard Shepard",8,2019-11-21
411,tt0082933,2019-11-21,2019-11-21,,"Possession","Possession",https://www.imdb.com/title/tt0082933/,Movie,7.2,124,1981,"Drama, Horror",55041,1983-10-28,"Andrzej Zulawski",9,2019-11-21
412,tt0094862,2019-11-21,2019-11-21,,"Child's Play","Child's Play",https://www.imdb.com/title/tt0094862/,Movie,6.7,87,1988,"Horror, Thriller",130279,1988-11-09,"Tom Holland",7,2022-10-25
413,tt0099253,2019-11-21,2019-11-21,,"Child's Play 2","Child's Play 2",https://www.imdb.com/title/tt0099253/,Movie,6.0,84,1990,"Horror, Thriller",63571,1990-11-09,"John Lafia",,
414,tt0103956,2019-11-21,2019-11-21,,"Child's Play 3","Child's Play 3",https://www.imdb.com/title/tt0103956/,Movie,5.2,90,1991,"Horror, Thriller",50685,1991-08-30,"Jack Bender",,
415,tt0329101,2019-11-21,2019-11-21,,"Freddy vs. Jason","Freddy vs. Jason",https://www.imdb.com/title/tt0329101/,Movie,5.8,97,2003,"Action, Horror",135228,2003-08-15,"Ronny Yu",6,2022-10-29
416,tt2481498,2019-11-21,2019-11-21,,"Extremely Wicked, Shockingly Evil and Vile","Extremely Wicked, Shockingly Evil and Vile",https://www.imdb.com/title/tt2481498/,Movie,6.7,110,2019,"Biography, Crime, Drama, Mystery, Thriller",111555,2019-05-03,"Joe Berlinger",9,2019-11-21
417,tt5159414,2019-11-21,2019-11-21,,"Escape Room","Escape Room",https://www.imdb.com/title/tt5159414/,Movie,4.2,81,2017,"Horror, Thriller",15178,2017-09-22,"Will Wernick",4,2019-11-21
418,tt1991245,2019-11-21,2019-11-21,,"Chernobyl Diaries","Chernobyl Diaries",https://www.imdb.com/title/tt1991245/,Movie,5.1,86,2012,"Horror, Mystery, Thriller",70344,2012-05-25,"Bradley Parker",,
419,tt5862312,2019-11-21,2019-11-21,,"Veronica","Verónica",https://www.imdb.com/title/tt5862312/,Movie,6.2,105,2017,"Horror, Mystery",52348,2017-08-25,"Paco Plaza",8,2019-11-27
420,tt1072748,2019-11-21,2019-11-21,,"Winchester","Winchester",https://www.imdb.com/title/tt1072748/,Movie,5.5,99,2018,"Biography, Fantasy, Horror, Mystery, Thriller",39082,2018-02-02,"Michael Spierig, Peter Spierig",6,2019-11-03
421,tt3096858,2019-11-21,2019-11-21,,"They're Watching","They're Watching",https://www.imdb.com/title/tt3096858/,Movie,5.6,95,2016,"Comedy, Horror, Thriller",5487,2016-03-25,"Jay Lender, Micah Wright",5,2019-11-21
422,tt6269368,2019-11-21,2019-11-21,,"The Clovehitch Killer","The Clovehitch Killer",https://www.imdb.com/title/tt6269368/,Movie,6.5,109,2018,"Crime, Drama, Horror, Mystery, Thriller",40233,2018-11-16,"Duncan Skiles",7,2019-11-21
423,tt0805570,2019-11-21,2019-11-21,,"The Midnight Meat Train","The Midnight Meat Train",https://www.imdb.com/title/tt0805570/,Movie,6.0,100,2008,"Horror, Mystery, Thriller",74944,2008-10-31,"Ryûhei Kitamura",7,2018-04-08
424,tt0848557,2019-11-21,2019-11-21,,"Diary of the Dead","Diary of the Dead",https://www.imdb.com/title/tt0848557/,Movie,5.5,95,2007,"Fantasy, Horror, Sci-Fi, Thriller",50851,2008-02-22,"George A. Romero",5,2018-04-08
425,tt0054067,2019-11-21,2019-11-21,,"Black Sunday","La maschera del demonio",https://www.imdb.com/title/tt0054067/,Movie,7.1,87,1960,"Horror",19819,1961-02-15,"Mario Bava",,
426,tt0094721,2019-11-22,2019-11-22,,"Beetlejuice","Beetlejuice",https://www.imdb.com/title/tt0094721/,Movie,7.4,92,1988,"Comedy, Fantasy",414397,1988-03-30,"Tim Burton",8,2019-11-22
427,tt0066434,2019-11-27,2019-11-27,,"THX 1138","THX 1138",https://www.imdb.com/title/tt0066434/,Movie,6.6,86,1971,"Drama, Sci-Fi, Thriller",57077,1971-03-11,"George Lucas",9,2019-11-03
428,tt3816458,2019-12-12,2019-12-12,,"Dead Rising: Watchtower","Dead Rising: Watchtower",https://www.imdb.com/title/tt3816458/,Movie,5.2,118,2015,"Action, Horror",9853,2015-03-27,"Zach Lipovsky",6,2019-12-12
429,tt5481404,2019-12-12,2019-12-12,,"Dead Rising: Endgame","Dead Rising: Endgame",https://www.imdb.com/title/tt5481404/,Movie,4.8,96,2016,"Action, Horror",3494,2016-06-20,"Pat Williams",5,2019-12-12
430,tt7671414,2020-04-16,2020-04-16,,"Thriller","Thriller",https://www.imdb.com/title/tt7671414/,Movie,3.6,87,2018,"Crime, Drama, Horror, Mystery, Thriller",1373,2019-04-14,"Dallas Jackson",3,2020-04-16
431,tt6217306,2020-04-16,2020-04-16,,"Apostle","Apostle",https://www.imdb.com/title/tt6217306/,Movie,6.3,130,2018,"Drama, Fantasy, Horror, Mystery, Thriller",65227,2018-10-12,"Gareth Evans",8,2020-04-16
432,tt0090327,2020-08-08,2020-08-08,,"Witchboard","Witchboard",https://www.imdb.com/title/tt0090327/,Movie,5.7,98,1986,"Horror, Mystery, Thriller",9353,1987-03-13,"Kevin Tenney",5,2019-11-05
433,tt7984734,2020-08-08,2020-08-08,,"The Lighthouse","The Lighthouse",https://www.imdb.com/title/tt7984734/,Movie,7.4,109,2019,"Drama, Fantasy, Horror, Mystery, Thriller",296910,2019-11-01,"Robert Eggers",8,2022-10-26
434,tt0212985,2020-08-08,2020-08-08,,"Hannibal","Hannibal",https://www.imdb.com/title/tt0212985/,Movie,6.8,131,2001,"Crime, Drama, Thriller",311297,2001-02-09,"Ridley Scott",,
435,tt0416315,2020-08-08,2020-08-08,,"Wolf Creek","Wolf Creek",https://www.imdb.com/title/tt0416315/,Movie,6.2,99,2005,"Horror, Thriller",83641,2005-12-25,"Greg McLean",6,2022-10-26
436,tt7798634,2020-08-08,2020-08-08,,"Ready or Not","Ready or Not",https://www.imdb.com/title/tt7798634/,Movie,6.8,95,2019,"Action, Comedy, Horror, Mystery, Thriller",228713,2019-08-21,"Matt Bettinelli-Olpin, Tyler Gillett",8,2022-11-03
437,tt5189828,2020-08-08,2020-08-08,,"Mohawk","Mohawk",https://www.imdb.com/title/tt5189828/,Movie,4.7,91,2017,"Action, Drama, History, Horror, Romance, Thriller, War, Western",1796,2018-03-02,"Ted Geoghegan",,
438,tt8364368,2020-08-08,2020-08-08,,"Crawl","Crawl",https://www.imdb.com/title/tt8364368/,Movie,6.1,87,2019,"Action, Horror, Thriller",101579,2019-07-12,"Alexandre Aja",6,2022-10-27
439,tt1922777,2020-08-08,2020-08-08,,"Sinister","Sinister",https://www.imdb.com/title/tt1922777/,Movie,6.8,110,2012,"Horror, Mystery, Thriller",312250,2012-10-12,"Scott Derrickson",8,2019-11-20
440,tt2752772,2020-08-08,2020-08-08,,"Sinister 2","Sinister 2",https://www.imdb.com/title/tt2752772/,Movie,5.3,97,2015,"Horror, Mystery, Thriller",66461,2015-08-21,"Ciarán Foy",7,2019-11-20
441,tt0054167,2020-08-08,2020-08-08,,"Peeping Tom","Peeping Tom",https://www.imdb.com/title/tt0054167/,Movie,7.6,101,1960,"Drama, Horror, Thriller",43307,1960-05-16,"Michael Powell",8,2022-10-26
442,tt0056869,2020-08-08,2020-08-08,,"The Birds","The Birds",https://www.imdb.com/title/tt0056869/,Movie,7.6,119,1963,"Drama, Horror, Mystery, Romance",218178,1963-03-29,"Alfred Hitchcock",7,2019-04-26
443,tt0016847,2020-08-08,2020-08-08,,"Faust","Faust: Eine deutsche Volkssage",https://www.imdb.com/title/tt0016847/,Movie,8.1,107,1926,"Drama, Fantasy, Horror",18090,1926-12-06,"F.W. Murnau",,
444,tt3416742,2020-08-08,2020-08-08,,"What We Do in the Shadows","What We Do in the Shadows",https://www.imdb.com/title/tt3416742/,Movie,7.6,86,2014,"Comedy, Horror",211985,2015-02-13,"Jemaine Clement, Taika Waititi",7,2022-10-26
445,tt0059646,2020-08-08,2020-08-08,,"Repulsion","Repulsion",https://www.imdb.com/title/tt0059646/,Movie,7.6,105,1965,"Drama, Horror, Thriller",60912,1965-10-03,"Roman Polanski",,
446,tt0017075,2020-08-08,2020-08-08,,"The Lodger: A Story of the London Fog","The Lodger: A Story of the London Fog",https://www.imdb.com/title/tt0017075/,Movie,7.3,92,1927,"Crime, Drama, Mystery, Thriller",14812,1927-02-14,"Alfred Hitchcock",,
447,tt1841642,2020-08-08,2020-08-08,,"Demonic","Demonic",https://www.imdb.com/title/tt1841642/,Movie,5.3,83,2015,"Horror, Mystery, Thriller",17696,2017-10-10,"Will Canon",,
448,tt5606664,2020-08-08,2020-08-08,,"Doctor Sleep","Doctor Sleep",https://www.imdb.com/title/tt5606664/,Movie,7.3,152,2019,"Drama, Fantasy, Horror, Thriller",241993,2019-11-08,"Mike Flanagan",8,2022-10-26
449,tt0093437,2020-08-08,2020-08-08,,"The Lost Boys","The Lost Boys",https://www.imdb.com/title/tt0093437/,Movie,7.2,97,1987,"Comedy, Horror",175604,1987-07-31,"Joel Schumacher",8,2018-04-08
450,tt0261983,2020-08-08,2020-08-08,,"Session 9","Session 9",https://www.imdb.com/title/tt0261983/,Movie,6.4,97,2001,"Drama, Horror, Mystery",66594,2001-09-14,"Brad Anderson",7,2018-04-08
451,tt0245674,2020-08-08,2020-08-08,,"Thir13en Ghosts","Thir13en Ghosts",https://www.imdb.com/title/tt0245674/,Movie,5.6,91,2001,"Fantasy, Horror",100033,2001-10-26,"Steve Beck",7,2018-04-08
452,tt0091474,2020-08-08,2020-08-08,,"Manhunter","Manhunter",https://www.imdb.com/title/tt0091474/,Movie,7.2,120,1986,"Crime, Mystery, Thriller",90277,1986-08-15,"Michael Mann",,
453,tt1242432,2020-08-08,2020-08-08,,"I Spit on Your Grave","I Spit on Your Grave",https://www.imdb.com/title/tt1242432/,Movie,6.2,108,2010,"Horror, Thriller",101555,2010-06-17,"Steven R. Monroe",,
454,tt1486185,2020-08-08,2020-08-08,,"Red Riding Hood","Red Riding Hood",https://www.imdb.com/title/tt1486185/,Movie,5.4,100,2011,"Fantasy, Horror, Mystery, Romance, Thriller",119019,2011-03-11,"Catherine Hardwicke",,
